Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20230117T125515_20230117T125545_046824_059D4D_848E,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230117T125515_20230117T125545_046824_059D4D_848E.zip,S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,38,36
S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A.zip,S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0.zip,105,12
S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A.zip,S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,223,24
S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230129T125516_20230129T125545_046999_05A335_B64A.zip,S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,64,36
S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0.zip,S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,118,12
S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0.zip,S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,41,24
S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230210T125515_20230210T125545_047174_05A903_DEB0.zip,S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,36,36
S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,159,12
S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,82,24
S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230222T125514_20230222T125544_047349_05AEFD_8A86.zip,S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,118,36
S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,77,12
S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,41,24
S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230306T125515_20230306T125545_047524_05B4E7_71D7.zip,S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,79,36
S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,36,12
S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,156,24
S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230318T125515_20230318T125544_047699_05BAD5_B3D6.zip,S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,75,36
S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,120,12
S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,39,24
S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230330T125515_20230330T125545_047874_05C0AC_34BA.zip,S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,88,36
S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,81,12
S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,32,24
S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230411T125516_20230411T125545_048049_05C6A2_ED06.zip,S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,8,36
S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,49,12
S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,73,24
S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230423T125516_20230423T125546_048224_05CC78_33BF.zip,S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,88,36
S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,24,12
S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,39,24
S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230505T125516_20230505T125546_048399_05D258_EEBD.zip,S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,72,36
S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,15,12
S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,96,24
S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230517T125517_20230517T125547_048574_05D7AA_960C.zip,S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,174,36
S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,111,12
S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,189,24
S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230529T125518_20230529T125548_048749_05DCDD_EC04.zip,S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,102,36
S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,78,12
S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,9,24
S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230610T125518_20230610T125548_048924_05E228_B4A6.zip,S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5.zip,104,36
S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,87,12
S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5.zip,182,24
S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230622T125519_20230622T125548_049099_05E777_F4E7.zip,S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B.zip,195,36
S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5.zip,95,12
S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B.zip,108,24
S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230704T125520_20230704T125549_049274_05ECD4_A464.zip,S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670.zip,181,36
S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5.zip,S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B.zip,13,12
S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230716T125521_20230716T125550_049449_05F23F_9FE5.zip,S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,141,36
S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B.zip,S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,154,24
S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230728T125521_20230728T125551_049624_05F79E_9C0B.zip,S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,50,36
S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670.zip,S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,135,12
S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670.zip,S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,239,24
S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230809T125521_20230809T125551_049799_05FD28_5670.zip,S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,145,36
S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,104,12
S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,10,24
S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230821T125522_20230821T125552_049974_060323_5E26.zip,S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,156,36
S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,94,12
S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,52,24
S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230902T125523_20230902T125553_050149_060927_7981.zip,S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,11,36
S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,146,12
S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,105,24
S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230914T125524_20230914T125553_050324_060F12_557A.zip,S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875.zip,170,36
S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,41,12
S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875.zip,24,24
S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230926T125524_20230926T125554_050499_061511_FA51.zip,S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,208,36
