station_key,state,site_name,latitude,longitude,well_type,n_seasons,dist_km_H001,dist_km_H004,dist_km_H002,dist_km_H003,min_dist_km_to_any,within_2km,within_5km,within_10km,within_20km
Jhajjar    Bahadurgarh    Kulasi         Kulasi|28.77222|76.9125,Haryana,Jhajjar    Bahadurgarh    Kulasi         Kulasi,28.7722222,76.9125,Dug Well,1,32.410423492220765,30.003950844986438,16.400641722379127,16.780414953034857,16.400641722379127,False,False,False,True
Jhajjar    Bahadurgarh    Sankol          Sankol|28.675|76.84167,Haryana,Jhajjar    Bahadurgarh    Sankol          Sankol,28.675,76.8416667,Dug Well,2,28.97940765239039,26.14625605197069,27.45690886474283,27.350051877233142,26.14625605197069,False,False,False,False
Jhajjar    Bahadurgarh    Sankol         Sankol|28.675|76.84167,Haryana,Jhajjar    Bahadurgarh    Sankol         Sankol,28.675,76.8416667,Dug Well,1,28.97940765239039,26.14625605197069,27.45690886474283,27.350051877233142,26.14625605197069,False,False,False,False
Jhajjar    Beri           Beri            Beri|28.71111|76.58194,Haryana,Jhajjar    Beri           Beri            Beri,28.7111111,76.5819444,Dug Well,2,53.12095309016963,50.26436690889427,49.2926443586094,49.71666706953347,49.2926443586094,False,False,False,False
Jhajjar    Beri           Chamanpura      Chamanpura|28.69583|76.63333,Haryana,Jhajjar    Beri           Chamanpura      Chamanpura,28.6958333,76.6333333,Dug Well,2,47.847723669348944,44.9892137818723,44.91452489492594,45.24857388624647,44.91452489492594,False,False,False,False
Jhajjar    Beri           Dighal          Dighal|28.7625|76.63056,Haryana,Jhajjar    Beri           Dighal          Dighal,28.7625,76.6305556,Dug Well,2,51.524864547791985,48.664692401520604,43.56147833254057,44.132724986156454,43.56147833254057,False,False,False,False
Jhajjar    Beri           Lakeria         Lakeria- DW|28.73472|76.94111,Haryana,Jhajjar    Beri           Lakeria         Lakeria- DW,28.7347222,76.9411111,Dug Well,2,27.403027705763822,25.020924661596393,15.702625962413673,15.622440490310245,15.622440490310245,False,False,False,True
Jhajjar    Jhajjar        Babra           BabraDW|28.56889|76.63778,Haryana,Jhajjar    Jhajjar        Babra           BabraDW,28.5688889,76.6377778,Dug Well,2,43.645839182303135,40.98181324694775,50.56155875334277,50.48437506584069,40.98181324694775,False,False,False,False
Jhajjar    Jhajjar        Hasanpur        Hasanpur|28.54167|76.6125,Haryana,Jhajjar    Jhajjar        Hasanpur        Hasanpur,28.5416667,76.6125,Dug Well,1,45.85402908887722,43.27484388081696,54.292084188856876,54.179980399980344,43.27484388081696,False,False,False,False
Jhajjar    Jhajjar        Jhajjar           Jhajjar|28.61667|76.65556,Haryana,Jhajjar    Jhajjar        Jhajjar           Jhajjar,28.6166667,76.6555556,Dug Well,1,42.910347947336156,40.13036918141572,46.35227724051025,46.391948167396606,40.13036918141572,False,False,False,False
Jhajjar    Jhajjar        Jhajjar         Jhajjar|28.61667|76.65556,Haryana,Jhajjar    Jhajjar        Jhajjar         Jhajjar,28.6166667,76.6555556,Dug Well,2,42.910347947336156,40.13036918141572,46.35227724051025,46.391948167396606,40.13036918141572,False,False,False,False
Jhajjar    Jhajjar        Jhajjar1        Jhajjar1|28.6125|76.65417,Haryana,Jhajjar    Jhajjar        Jhajjar1        Jhajjar1,28.6125,76.6541667,unspecified,1,42.93066279444022,40.15895518209796,46.69400587342071,46.72242610545626,40.15895518209796,False,False,False,False
Jhajjar    Jhajjar        Kamalgarh       Kamalgarh-DW|28.62|76.69306,Haryana,Jhajjar    Jhajjar        Kamalgarh       Kamalgarh-DW,28.62,76.6930556,Dug Well,2,39.47346707259358,36.67244194479653,42.98298084055785,42.974557739358296,36.67244194479653,False,False,False,False
Jhajjar    Jhajjar        Kheri Asra      Kheri Asra DW|28.66083|76.7275,Haryana,Jhajjar    Jhajjar        Kheri Asra      Kheri Asra DW,28.6608333,76.7275,Dug Well,2,37.87249979396701,35.01325627267569,37.8504038253624,37.933951175119084,35.01325627267569,False,False,False,False
Jhajjar    Jhajjar        Lohari          Lohari- Pz|28.38111|76.71528,Haryana,Jhajjar    Jhajjar        Lohari          Lohari- Pz,28.3811111,76.7152778,Bore Well,2,39.027705296960896,37.308900139197874,59.6065891445457,58.981798841485464,37.308900139197874,False,False,False,False
Jhajjar    Jhajjar        Silana          Silana-DW|28.55444|76.67139,Haryana,Jhajjar    Jhajjar        Silana          Silana-DW,28.5544444,76.6713889,Dug Well,1,40.21245353318534,37.58360329583442,48.77821943665998,48.60499037297356,37.58360329583442,False,False,False,False
Jhajjar    Jhajjar        Yaqubpur        Yaqubpur|28.47917|76.77083,Haryana,Jhajjar    Jhajjar        Yaqubpur        Yaqubpur,28.4791667,76.7708333,Dug Well,2,30.69669829702753,28.4503073936995,47.628663391552486,47.06620318329335,28.4503073936995,False,False,False,False
Jhajjar    Matanhail      Matanhail       Matanhail-Pz|28.57|76.84222,Haryana,Jhajjar    Matanhail      Matanhail       Matanhail-Pz,28.57,76.8422222,Bore Well,2,23.974762525376338,21.217695879707847,35.387772066206395,34.863928480144125,21.217695879707847,False,False,False,False
Jhajjar    Sahlawas       Subnah            Subnah|28.46944|76.57222,Haryana,Jhajjar    Sahlawas       Subnah            Subnah,28.4694444,76.5722222,Dug Well,1,50.081077432128204,47.74645944031029,62.218514184678746,61.99655078804408,47.74645944031029,False,False,False,False
Jhajjar    Sahlawas       Subnah          Subnah|28.46944|76.57222,Haryana,Jhajjar    Sahlawas       Subnah          Subnah,28.4694444,76.5722222,Dug Well,2,50.081077432128204,47.74645944031029,62.218514184678746,61.99655078804408,47.74645944031029,False,False,False,False
Mewat          Nuh                Indri              Indri|28.18611|77.09861,Haryana,Mewat          Nuh                Indri              Indri,28.1861111,77.0986111,Dug Well,2,37.29872431239794,38.836547535609775,69.99461610583101,68.64994544902355,37.29872431239794,False,False,False,False
Mewat          Nuh                Indri             Indri|28.18611|77.09861,Haryana,Mewat          Nuh                Indri             Indri,28.1861111,77.0986111,Dug Well,2,37.29872431239794,38.836547535609775,69.99461610583101,68.64994544902355,37.29872431239794,False,False,False,False
Mewat          Nuh                Sohna              Sohna|28.23333|77.07083,Haryana,Mewat          Nuh                Sohna              Sohna,28.2333333,77.0708333,Dug Well,1,32.02573558687582,33.38897444916308,64.70123891982637,63.38527650767466,32.02573558687582,False,False,False,False
Mewat          Nuh                Sohna             Sohna|28.23333|77.07083,Haryana,Mewat          Nuh                Sohna             Sohna,28.2333333,77.0708333,Dug Well,1,32.02573558687582,33.38897444916308,64.70123891982637,63.38527650767466,32.02573558687582,False,False,False,False
Mewat          Nuh            Indri           Indri|28.18611|77.09861,Haryana,Mewat          Nuh            Indri           Indri,28.1861111,77.0986111,Dug Well,1,37.29872431239794,38.836547535609775,69.99461610583101,68.64994544902355,37.29872431239794,False,False,False,False
Mewat          Taoru              Pipaka Shashola    Pipaka-|28.22639|77.02917,Haryana,Mewat          Taoru              Pipaka Shashola    Pipaka-,28.2263889,77.0291667,Dug Well,1,33.17597267348412,34.22336902897901,65.616012085362,64.34927449301458,33.17597267348412,False,False,False,False
Mewat          Taoru              Pipaka Shashola   Pipaka-S|28.22639|77.02917,Haryana,Mewat          Taoru              Pipaka Shashola   Pipaka-S,28.2263889,77.0291667,Dug Well,1,33.17597267348412,34.22336902897901,65.616012085362,64.34927449301458,33.17597267348412,False,False,False,False
Nazulland   NAZUL LAND     Lalitha Park           Lalitha Pa|28.6325|77.27166,Delhi,Nazulland   NAZUL LAND     Lalitha Park           Lalitha Pa,28.6325,77.27166,Bore Well,1,22.331492983253657,23.82377551325445,28.037308269284885,26.577981739702988,22.331492983253657,False,False,False,False
Nazulland   NAZUL LAND     Shastri Park           Shastri Pa|28.67555|77.26166,Delhi,Nazulland   NAZUL LAND     Shastri Park           Shastri Pa,28.67555,77.26166,Bore Well,1,24.589036556514433,25.60551367849951,24.034070450544817,22.6282227461415,22.6282227461415,False,False,False,False
Nazulland   Nazulland         Shastri Park      Shastri Park|28.67555|77.26166,Delhi,Nazulland   Nazulland         Shastri Park      Shastri Park,28.67555,77.26166,Bore Well,1,24.589036556514433,25.60551367849951,24.034070450544817,22.6282227461415,22.6282227461415,False,False,False,False
Nazulland   Nazulland      Lalitha Park          Lalitha Par|28.6325|77.27166,Delhi,Nazulland   Nazulland      Lalitha Park          Lalitha Par,28.6325,77.27166,Bore Well,1,22.331492983253657,23.82377551325445,28.037308269284885,26.577981739702988,22.331492983253657,False,False,False,False
Nazulland   Nazulland      Lalitha Park        Lalitha Park|28.6325|77.27166,Delhi,Nazulland   Nazulland      Lalitha Park        Lalitha Park ,28.6325,77.27166,Bore Well,1,22.331492983253657,23.82377551325445,28.037308269284885,26.577981739702988,22.331492983253657,False,False,False,False
Nazulland   Nazulland      Shastri Park          Shastri Par|28.67555|77.26166,Delhi,Nazulland   Nazulland      Shastri Park          Shastri Par,28.67555,77.26166,Bore Well,1,24.589036556514433,25.60551367849951,24.034070450544817,22.6282227461415,22.6282227461415,False,False,False,False
New Delhi   CHANAKYAPURI                         Birla Mandi|28.63194|77.19861,Delhi,New Delhi   CHANAKYAPURI                         Birla Mandi,28.63194,77.19861,unspecified,1,16.818153245825723,17.771950276002656,23.75039328952309,22.239815074225252,16.818153245825723,False,False,False,True
New Delhi   CHANAKYAPURI                         Humayu Tomb|28.595|77.25083,Delhi,New Delhi   CHANAKYAPURI                         Humayu Tomb,28.595,77.25083,unspecified,1,18.47939137519523,20.281476452337888,29.977265435317925,28.475492572011184,18.47939137519523,False,False,False,True
New Delhi   CHANAKYAPURI                         Lodhi Grade|28.59166|77.22055,Delhi,New Delhi   CHANAKYAPURI                         Lodhi Grade,28.59166,77.22055,unspecified,1,15.695566437303755,17.385437808006603,28.697371343038604,27.186081511845714,15.695566437303755,False,False,False,True
New Delhi   CHANAKYAPURI                         Mahabir Van|28.60416|77.175,Delhi,New Delhi   CHANAKYAPURI                         Mahabir Van,28.60416,77.175,unspecified,1,12.993669228870925,14.088954739055684,25.468965096511052,23.96622389633544,12.993669228870925,False,False,False,True
New Delhi   CHANAKYAPURI                         Nehru Park|28.60611|77.21,Delhi,New Delhi   CHANAKYAPURI                         Nehru Park ,28.60611,77.21,unspecified,1,15.720137019647877,17.13133900627208,26.79110594667921,25.279722023618504,15.720137019647877,False,False,False,True
New Delhi   CHANAKYAPURI   Lodhi Garden           Lodhi Gard|28.59027|77.21638,Delhi,New Delhi   CHANAKYAPURI   Lodhi Garden           Lodhi Gard,28.59027,77.21638,unspecified,2,15.26574210549045,16.950026902983037,28.631256577900547,27.1196830711209,15.26574210549045,False,False,False,True
New Delhi   CHANAKYAPURI   Safdarjung Tomb        Safdarjung|28.59027|77.2125,Delhi,New Delhi   CHANAKYAPURI   Safdarjung Tomb        Safdarjung,28.59027,77.2125,unspecified,1,14.939457001784822,16.599158011664258,28.448992387893963,26.93744651638463,14.939457001784822,False,False,False,True
New Delhi   CHANAKYAPURI   Shanti Path            Shanti Pat|28.59666|77.19,Delhi,New Delhi   CHANAKYAPURI   Shanti Path            Shanti Pat,28.59666,77.19,unspecified,1,13.531805131076636,14.914024091330969,26.825640642697078,25.317618441745175,13.531805131076636,False,False,False,True
New Delhi   CHANAKYAPURI   Shram Shakti Bhawan   Shram Shakt|28.615|77.21222,Delhi,New Delhi   CHANAKYAPURI   Shram Shakti Bhawan   Shram Shakt,28.615,77.21222,unspecified,1,16.499988682050674,17.805608173545885,26.049379577095653,24.53920905324409,16.499988682050674,False,False,False,True
New Delhi   CHANAKYAPURI   Sunder Nursery        Sunder Nurs|28.59611|77.245,Delhi,New Delhi   CHANAKYAPURI   Sunder Nursery        Sunder Nurs,28.59611,77.245,Bore Well,1,18.027618923295133,19.789750016719932,29.550975235540125,28.04699591252946,18.027618923295133,False,False,False,True
New Delhi   CIVIL LINES                          Burari Augu|28.76888|77.2075,Delhi,New Delhi   CIVIL LINES                          Burari Augu,28.76888,77.2075,Bore Well,1,30.16888264179691,30.107757740060396,14.037161646134981,12.908382206902624,12.908382206902624,False,False,False,True
New Delhi   Chanakyapuri       Lodhi Garden         Lodhi Ga|28.59027|77.21638,Delhi,New Delhi   Chanakyapuri       Lodhi Garden         Lodhi Ga,28.59027,77.21638,unspecified,1,15.26574210549045,16.950026902983037,28.631256577900547,27.1196830711209,15.26574210549045,False,False,False,True
New Delhi   Chanakyapuri       Lodhi Garden         Lodhi Gr|28.59166|77.22055,Delhi,New Delhi   Chanakyapuri       Lodhi Garden         Lodhi Gr,28.59166,77.22055,Dug Well,1,15.695566437303755,17.385437808006603,28.697371343038604,27.186081511845714,15.695566437303755,False,False,False,True
New Delhi   Chanakyapuri       Nehru Park           Nehru Pa|28.60611|77.21,Delhi,New Delhi   Chanakyapuri       Nehru Park           Nehru Pa,28.60611,77.21,Dug Well,1,15.720137019647877,17.13133900627208,26.79110594667921,25.279722023618504,15.720137019647877,False,False,False,True
New Delhi   Chanakyapuri       Safdarjung Tomb     Safdarjun|28.59027|77.2125,Delhi,New Delhi   Chanakyapuri       Safdarjung Tomb     Safdarjun,28.59027,77.2125,Dug Well,1,14.939457001784822,16.599158011664258,28.448992387893963,26.93744651638463,14.939457001784822,False,False,False,True
New Delhi   Chanakyapuri       Shanti Path         Shanti Pa|28.59666|77.19,Delhi,New Delhi   Chanakyapuri       Shanti Path         Shanti Pa,28.59666,77.19,unspecified,1,13.531805131076636,14.914024091330969,26.825640642697078,25.317618441745175,13.531805131076636,False,False,False,True
New Delhi   Chanakyapuri       Shram Shakti Bhawan Shram Sha|28.61527|77.2125,Delhi,New Delhi   Chanakyapuri       Shram Shakti Bhawan Shram Sha,28.61527,77.2125,unspecified,1,16.540143029373215,17.84442889006958,26.03792323697554,24.52785541193096,16.540143029373215,False,False,False,True
New Delhi   Chanakyapuri       Shram Shakti Bhawan Shram Sha|28.615|77.21222,Delhi,New Delhi   Chanakyapuri       Shram Shakti Bhawan Shram Sha,28.615,77.21222,unspecified,1,16.499988682050674,17.805608173545885,26.049379577095653,24.53920905324409,16.499988682050674,False,False,False,True
New Delhi   Chanakyapuri       Sunder Nursery      Sunder Nu|28.59611|77.245,Delhi,New Delhi   Chanakyapuri       Sunder Nursery      Sunder Nu,28.59611,77.245,Bore Well,1,18.027618923295133,19.789750016719932,29.550975235540125,28.04699591252946,18.027618923295133,False,False,False,True
New Delhi   Chanakyapuri      Birla Mandir      Birla Mandir|28.63194|77.19861,Delhi,New Delhi   Chanakyapuri      Birla Mandir      Birla Mandir,28.63194,77.19861,Dug Well,1,16.818153245825723,17.771950276002656,23.75039328952309,22.239815074225252,16.818153245825723,False,False,False,True
New Delhi   Chanakyapuri      Humayu Tomb       Humayu Tomb|28.595|77.25083,Delhi,New Delhi   Chanakyapuri      Humayu Tomb       Humayu Tomb ,28.595,77.25083,Dug Well,1,18.47939137519523,20.281476452337888,29.977265435317925,28.475492572011184,18.47939137519523,False,False,False,True
New Delhi   Chanakyapuri      Lodhi Garden      Lodhi Garden|28.59027|77.21638,Delhi,New Delhi   Chanakyapuri      Lodhi Garden      Lodhi Garden,28.59027,77.21638,unspecified,2,15.26574210549045,16.950026902983037,28.631256577900547,27.1196830711209,15.26574210549045,False,False,False,True
New Delhi   Chanakyapuri      Lodhi Garden      Lodhi Graden|28.59166|77.22055,Delhi,New Delhi   Chanakyapuri      Lodhi Garden      Lodhi Graden,28.59166,77.22055,Dug Well,1,15.695566437303755,17.385437808006603,28.697371343038604,27.186081511845714,15.695566437303755,False,False,False,True
New Delhi   Chanakyapuri      Nehru Park        Nehru Park D|28.60611|77.21,Delhi,New Delhi   Chanakyapuri      Nehru Park        Nehru Park D,28.60611,77.21,Dug Well,1,15.720137019647877,17.13133900627208,26.79110594667921,25.279722023618504,15.720137019647877,False,False,False,True
New Delhi   Chanakyapuri      Safdarjung Tomb   Safdarjung t|28.59027|77.2125,Delhi,New Delhi   Chanakyapuri      Safdarjung Tomb   Safdarjung t,28.59027,77.2125,Dug Well,1,14.939457001784822,16.599158011664258,28.448992387893963,26.93744651638463,14.939457001784822,False,False,False,True
New Delhi   Chanakyapuri      Shanti Path       Shanti Path|28.59666|77.19,Delhi,New Delhi   Chanakyapuri      Shanti Path       Shanti Path,28.59666,77.19,unspecified,1,13.531805131076636,14.914024091330969,26.825640642697078,25.317618441745175,13.531805131076636,False,False,False,True
New Delhi   Chanakyapuri      Shram Shakti      Shram Shakti|28.61527|77.2125,Delhi,New Delhi   Chanakyapuri      Shram Shakti      Shram Shakti,28.61527,77.2125,unspecified,1,16.540143029373215,17.84442889006958,26.03792323697554,24.52785541193096,16.540143029373215,False,False,False,True
New Delhi   Chanakyapuri      Sunder Nursery    Sunder Nurse|28.59611|77.245,Delhi,New Delhi   Chanakyapuri      Sunder Nursery    Sunder Nurse,28.59611,77.245,Bore Well,1,18.027618923295133,19.789750016719932,29.550975235540125,28.04699591252946,18.027618923295133,False,False,False,True
New Delhi   Chanakyapuri   Birla Mandir          Birla Mandi|28.63194|77.19861,Delhi,New Delhi   Chanakyapuri   Birla Mandir          Birla Mandi,28.63194,77.19861,Dug Well,1,16.818153245825723,17.771950276002656,23.75039328952309,22.239815074225252,16.818153245825723,False,False,False,True
New Delhi   Chanakyapuri   Humayu Tomb           Humayu Tomb|28.595|77.25083,Delhi,New Delhi   Chanakyapuri   Humayu Tomb           Humayu Tomb,28.595,77.25083,Dug Well,1,18.47939137519523,20.281476452337888,29.977265435317925,28.475492572011184,18.47939137519523,False,False,False,True
New Delhi   Chanakyapuri   Lodhi Garden          Lodhi Garde|28.59027|77.21638,Delhi,New Delhi   Chanakyapuri   Lodhi Garden          Lodhi Garde,28.59027,77.21638,unspecified,1,15.26574210549045,16.950026902983037,28.631256577900547,27.1196830711209,15.26574210549045,False,False,False,True
New Delhi   DELHI          Cvd Depot             Cvd Depot C|28.60333|77.11111,Delhi,New Delhi   DELHI          Cvd Depot             Cvd Depot C,28.60333,77.11111,unspecified,1,9.585272098611902,9.499254818204996,23.842726640063578,22.428764200692306,9.499254818204996,False,False,True,True
New Delhi   DELHI          Kabul Line            Kabul Line|28.59222|77.1275,Delhi,New Delhi   DELHI          Kabul Line            Kabul Line ,28.59222,77.1275,Bore Well,1,9.09527955047689,9.617969619916483,25.34746517041974,23.905245193920067,9.09527955047689,False,False,True,True
New Delhi   Delhi Cantonment   Cvd Depot           Cvd Depot|28.60333|77.11111,Delhi,New Delhi   Delhi Cantonment   Cvd Depot           Cvd Depot,28.60333,77.11111,unspecified,1,9.585272098611902,9.499254818204996,23.842726640063578,22.428764200692306,9.499254818204996,False,False,True,True
New Delhi   Delhi Cantonment   Kabul Line          Kabul Lin|28.59222|77.1275,Delhi,New Delhi   Delhi Cantonment   Kabul Line          Kabul Lin,28.59222,77.1275,Bore Well,1,9.09527955047689,9.617969619916483,25.34746517041974,23.905245193920067,9.09527955047689,False,False,True,True
New Delhi   Delhi Cantonment   Pusa                Pusa Inst|28.63194|77.15944,Delhi,New Delhi   Delhi Cantonment   Pusa                Pusa Inst,28.63194,77.15944,unspecified,1,14.486192666695521,14.950085421341681,22.033493824453746,20.532450423906692,14.486192666695521,False,False,False,True
New Delhi   Delhi Cantonment   Shekhwati Line       Shekhwat|28.57833|77.10777,Delhi,New Delhi   Delhi Cantonment   Shekhwati Line       Shekhwat,28.57833,77.10777,Bore Well,1,6.858546644206876,7.157746679164301,26.550032758389374,25.15147257666803,6.858546644206876,False,False,True,True
New Delhi   Delhi Cantonment Cvd Depot          Cvd Depot Ca|28.60333|77.11111,Delhi,New Delhi   Delhi Cantonment Cvd Depot          Cvd Depot Ca,28.60333,77.11111,unspecified,1,9.585272098611902,9.499254818204996,23.842726640063578,22.428764200692306,9.499254818204996,False,False,True,True
New Delhi   Delhi Cantonment Kabul Line         Kabul Line P|28.59222|77.1275,Delhi,New Delhi   Delhi Cantonment Kabul Line         Kabul Line P,28.59222,77.1275,Bore Well,1,9.09527955047689,9.617969619916483,25.34746517041974,23.905245193920067,9.09527955047689,False,False,True,True
New Delhi   Delhi Cantonment Pusa               Pusa Institu|28.63194|77.15944,Delhi,New Delhi   Delhi Cantonment Pusa               Pusa Institu,28.63194,77.15944,unspecified,1,14.486192666695521,14.950085421341681,22.033493824453746,20.532450423906692,14.486192666695521,False,False,False,True
New Delhi   Delhi Cantonment Shekhwati Line     Shekhwati Li|28.57833|77.10777,Delhi,New Delhi   Delhi Cantonment Shekhwati Line     Shekhwati Li,28.57833,77.10777,Bore Well,1,6.858546644206876,7.157746679164301,26.550032758389374,25.15147257666803,6.858546644206876,False,False,True,True
North        Alipur          Palla               Palla Templ|28.8225|77.20361,Delhi,North        Alipur          Palla               Palla Templ,28.8225,77.20361,unspecified,1,35.564635408839706,35.25851735841272,12.701716867169932,12.135039376475728,12.135039376475728,False,False,False,True
North        Alipur          Palla               Palla Zero|28.85805|77.19638,Delhi,North        Alipur          Palla               Palla Zero ,28.85805,77.19638,unspecified,1,39.10197873387881,38.640179795616895,12.882837474128564,12.782319012658219,12.782319012658219,False,False,False,True
North        Alipur          Rohini Sector 28    Rohini Sect|28.75277|77.095,Delhi,North        Alipur          Rohini Sector 28    Rohini Sect,28.75277,77.095,unspecified,1,25.784133357591315,24.708064796535886,7.251233902265126,5.78198949509327,5.78198949509327,False,False,True,True
North        Alipur          Singhola            Singhola Pz|28.84333|77.12944,Delhi,North        Alipur          Singhola            Singhola Pz,28.84333,77.12944,Bore Well,1,36.12579991559174,35.22221254695103,6.283226162755555,6.487022387890503,6.283226162755555,False,False,True,True
North        Alipur          Singhu              Singhu Vill|28.85333|77.13111,Delhi,North        Alipur          Singhu              Singhu Vill,28.85333,77.13111,Bore Well,1,37.249466317480554,36.34393168017597,7.03334791086114,7.401110126957121,7.03334791086114,False,False,True,True
North        Alipur          Tiggipur            Tiggipur De|28.81472|77.19722,Delhi,North        Alipur          Tiggipur            Tiggipur De,28.81472,77.19722,Bore Well,1,34.54193327998275,34.21474974230496,12.053786242305755,11.394591308305444,11.394591308305444,False,False,False,True
North        Alipur          Tiggipur            Tiggipur Sh|28.81472|77.1975,Delhi,North        Alipur          Tiggipur            Tiggipur Sh,28.81472,77.1975,Bore Well,1,34.550887270480985,34.22580501380944,12.081065532176469,11.421702889341997,11.421702889341997,False,False,False,True
North        Model Town      Bhalaswa Lake       Bhalaswa La|28.73638|77.16277,Delhi,North        Model Town      Bhalaswa Lake       Bhalaswa La,28.73638,77.16277,Bore Well,2,25.213604807662453,24.894346981620682,12.34968251215085,10.903799107748359,10.903799107748359,False,False,False,True
North        Model Town      Coronation Pillar   Coronation|28.72444|77.19222,Delhi,North        Model Town      Coronation Pillar   Coronation ,28.72444,77.19222,unspecified,2,25.058734921592958,25.10072450265363,15.35416309391493,13.94356265857032,13.94356265857032,False,False,False,True
North        Model Town      Kewal Park          Kewal Park|28.71833|77.18111,Delhi,North        Model Town      Kewal Park          Kewal Park ,28.71833,77.18111,Bore Well,2,23.987386942525312,23.955225501805806,15.034722614106332,13.582978457788883,13.582978457788883,False,False,False,True
North        NARELA                               Hareoli DW|28.83194|77.00833,Delhi,North        NARELA                               Hareoli DW,28.83194,77.00833,unspecified,1,35.278441644817136,33.52325075627935,6.616041021168471,7.76311611085153,6.616041021168471,False,False,True,True
North        NARELA                               Qatlupur D|28.84194|77.03333,Delhi,North        NARELA                               Qatlupur D,28.84194,77.03333,unspecified,1,35.97039870325879,34.386706418433896,4.914615268127808,6.3267170659716845,4.914615268127808,False,True,True,True
North        NARELA                               Qatlupur P|28.83472|77.0225,Delhi,North        NARELA                               Qatlupur P,28.83472,77.0225,Bore Well,1,35.33065132443282,33.66972664249351,5.42173359559688,6.684895212970166,5.42173359559688,False,False,True,True
North        NARELA            Auchandi           Auchandi P|28.81944|76.99722,Delhi,North        NARELA            Auchandi           Auchandi P,28.81944,76.99722,Bore Well,1,34.16228607927546,32.3196428851553,7.446503340650541,8.357680774792708,7.446503340650541,False,False,True,True
North        NARELA            Bankner            Bankner Pz|28.85138|77.07361,Delhi,North        NARELA            Bankner            Bankner Pz,28.85138,77.07361,Bore Well,1,36.72205404034767,35.41350402372167,4.023052272264542,5.394510734335094,4.023052272264542,False,True,True,True
North        NARELA            Barwala            Barwala Pz|28.75833|77.0625,Delhi,North        NARELA            Barwala            Barwala Pz,28.75833,77.0625,Bore Well,1,26.4314425967974,25.031819393430055,6.413882210562571,5.315562122086303,5.315562122086303,False,False,True,True
North        NARELA            Bawana             Bawana JE|28.78694|77.03,Delhi,North        NARELA            Bawana             Bawana JE ,28.78694,77.03,unspecified,1,29.96997266427486,28.31219839976807,5.276416660014791,5.292207539866032,5.276416660014791,False,False,True,True
North        NARELA            Bawana             Bawana WTP|28.82333|77.05361,Delhi,North        NARELA            Bawana             Bawana WTP,28.82333,77.05361,unspecified,1,33.70380706469017,32.250381876739816,2.1382452351531116,3.4758941531172627,2.1382452351531116,False,True,True,True
North        NARELA            Narela             Narela DJB|28.83666|77.13444,Delhi,North        NARELA            Narela             Narela DJB,28.83666,77.13444,unspecified,1,35.458594649741855,34.60208762982725,6.398211115185055,6.392586976108835,6.392586976108835,False,False,True,True
North        Narela          Auchandi            Auchandi Pz|28.81944|76.99722,Delhi,North        Narela          Auchandi            Auchandi Pz,28.81944,76.99722,Bore Well,2,34.16228607927546,32.3196428851553,7.446503340650541,8.357680774792708,7.446503340650541,False,False,True,True
North        Narela          Bankner             Bankner Pz|28.85138|77.07361,Delhi,North        Narela          Bankner             Bankner Pz,28.85138,77.07361,Bore Well,2,36.72205404034767,35.41350402372167,4.023052272264542,5.394510734335094,4.023052272264542,False,True,True,True
North        Narela          Barwala             Barwala Pz|28.75833|77.0625,Delhi,North        Narela          Barwala             Barwala Pz,28.75833,77.0625,Bore Well,2,26.4314425967974,25.031819393430055,6.413882210562571,5.315562122086303,5.315562122086303,False,False,True,True
North        Narela          Bawana              Bawana JE S|28.78694|77.03,Delhi,North        Narela          Bawana              Bawana JE S,28.78694,77.03,unspecified,2,29.96997266427486,28.31219839976807,5.276416660014791,5.292207539866032,5.276416660014791,False,False,True,True
North        Narela          Bawana              Bawana WTP|28.82333|77.05361,Delhi,North        Narela          Bawana              Bawana WTP,28.82333,77.05361,unspecified,2,33.70380706469017,32.250381876739816,2.1382452351531116,3.4758941531172627,2.1382452351531116,False,True,True,True
North        Narela          Hareoli             Hareoli Dug|28.83194|77.00833,Delhi,North        Narela          Hareoli             Hareoli Dug,28.83194,77.00833,Dug Well,2,35.278441644817136,33.52325075627935,6.616041021168471,7.76311611085153,6.616041021168471,False,False,True,True
North        Narela          Narela              Narela DJB|28.83666|77.13444,Delhi,North        Narela          Narela              Narela DJB ,28.83666,77.13444,unspecified,2,35.458594649741855,34.60208762982725,6.398211115185055,6.392586976108835,6.392586976108835,False,False,True,True
North        Narela          Qatlupur            Qatlupur Du|28.84194|77.03333,Delhi,North        Narela          Qatlupur            Qatlupur Du,28.84194,77.03333,Dug Well,2,35.97039870325879,34.386706418433896,4.914615268127808,6.3267170659716845,4.914615268127808,False,True,True,True
North        PUNJABI BAGH                         Tikri Kala|28.68333|76.96944,Delhi,North        PUNJABI BAGH                         Tikri Kala,28.68333,76.96944,Bore Well,1,21.077596697337203,18.67416274109325,17.83047639307269,17.21203296976403,17.21203296976403,False,False,False,True
North        SAKET                                Bhatti Pz|28.42777|77.20833,Delhi,North        SAKET                                Bhatti Pz,28.42777,77.20833,Bore Well,1,16.189412078713904,19.002949429529714,45.04562342132127,43.56758930971376,16.189412078713904,False,False,False,True
North       ALIPUR         Alipur Garhi          Alipur Garh|28.79805|77.12444,Delhi,North       ALIPUR         Alipur Garhi          Alipur Garh,28.79805,77.12444,Bore Well,1,31.070797309984123,30.199700859872653,5.317072684250793,4.272875646701491,4.272875646701491,False,True,True,True
