producer,station_id,station_name,agency,district,latitude,longitude,record_start,record_end,observation_count,observations_in_study_period,median_sampling_hours,min_interval_hours,max_routine_interval_hours,largest_gap_hours,study_period_coverage_pct,observed_expected_ratio,months_represented,dist_H001_km,dist_H004_km,dist_H002_km,dist_H003_km,min_dist_km
cgwb_delhi,cgwb_delhi:Qatlupur_2,Qatlupur_2,CGWB,NORTH,28.841203,77.025598,2023-10-04 16:29:00,2025-03-20 11:30:00,937,937,6.0,0.017,72.0,3299.817,43.97,0.4397,14,35.995,34.36,5.49,6.848,5.49
cgwb_delhi,cgwb_delhi:Rohini Sector 1Pz,Rohini Sector 1Pz,CGWB,NORTH WEST,28.7028,77.0981,2023-09-01 00:00:00,2025-12-11 06:00:00,2666,2531,6.0,0.017,24.0,1164.0,76.03,0.8008,27,20.26,19.303,12.726,11.299,11.299
cgwb_delhi,"cgwb_delhi:Rohini, Sector-23","Rohini, Sector-23",CGWB,NORTH WEST,28.7239,77.0711,2023-09-01 00:00:00,2025-12-11 06:00:00,2432,2276,6.0,0.017,40.2,1426.9,68.37,0.7305,27,22.561,21.249,10.155,8.881,8.881
cgwb_delhi,cgwb_delhi:Samaipur Badli,Samaipur Badli,CGWB,NORTH WEST,28.7406,77.1525,2023-09-01 00:00:00,2025-12-11 06:00:00,2769,2567,6.0,0.017,24.0,1008.0,77.11,0.8318,28,25.367,24.923,11.318,9.858,9.858
cgwb_delhi,cgwb_delhi:Sandesh Vihar Pz_1,Sandesh Vihar Pz_1,CGWB,NORTH WEST,28.695,77.1461,2023-09-01 00:00:00,2025-12-05 18:00:00,2530,2357,6.0,0.017,36.0,2233.533,71.27,0.765,25,20.335,20.042,15.124,13.612,13.612
cgwb_delhi,cgwb_delhi:Sanjay Van Pz_1,Sanjay Van Pz_1,CGWB,NORTH WEST,28.6903,77.1419,2023-09-01 00:00:00,2025-12-11 06:00:00,2879,2686,6.0,0.017,24.0,492.0,80.68,0.8648,28,19.712,19.392,15.406,13.897,13.897
cgwb_delhi,cgwb_delhi:Shikarpur Deep Pz,Shikarpur Deep Pz,CGWB,SOUTH WEST,28.5244,76.9533,2023-09-01 00:00:00,2025-12-11 06:00:00,2062,1949,6.0,0.017,62.4,1806.0,58.55,0.6194,26,12.511,10.023,34.396,33.422,10.023
cgwb_delhi,cgwb_delhi:Shikarpur Shallow Pz,Shikarpur Shallow Pz,CGWB,SOUTH WEST,28.5247,76.9533,2023-09-01 00:00:00,2025-12-05 18:00:00,2524,2382,6.0,0.017,18.377,1356.017,72.03,0.7632,27,12.512,10.02,34.365,33.391,10.02
cgwb_delhi,cgwb_delhi:Shram shakti bhawan 1_2,Shram shakti bhawan 1_2,CGWB,NEW DELHI,28.619974,77.212174,2023-09-30 14:20:00,2025-05-03 06:00:00,2072,2072,6.0,0.017,18.0,420.0,89.21,0.8921,21,16.851,18.09,25.576,24.066,16.851
cgwb_delhi,cgwb_delhi:Singhola Pz_2,Singhola Pz_2,CGWB,NORTH,28.8433333,77.129444,2023-10-14 12:00:00,2023-12-08 12:00:00,174,174,6.0,6.0,37.68,54.0,79.09,0.7909,3,36.126,35.223,6.284,6.488,6.284
cgwb_delhi,cgwb_delhi:Sonia Vihar_1,Sonia Vihar_1,CGWB,NORTH EAST,28.7078,77.249,2023-06-07 06:00:00,2025-12-09 12:11:00,8732,8562,0.017,0.017,12.0,1396.817,0.65,0.0066,30,26.429,27.085,20.863,19.519,19.519
cgwb_delhi,cgwb_delhi:Sultanpur Dabas_1,Sultanpur Dabas_1,CGWB,NORTH WEST,28.765,77.0356,2023-09-15 00:00:00,2025-10-19 18:00:00,2516,2487,6.0,0.017,36.0,822.167,81.19,0.8214,26,27.474,25.836,6.693,6.141,6.141
cgwb_delhi,cgwb_delhi:Sunder Nursery Pz,Sunder Nursery Pz,CGWB,NEW DELHI,28.5961,77.245,2023-09-01 00:00:00,2025-12-11 00:00:00,2484,2332,6.0,0.017,30.0,2214.0,70.07,0.7464,26,18.027,19.789,29.552,28.048,18.027
cgwb_delhi,cgwb_delhi:Surheda_2,Surheda_2,CGWB,SOUTH WEST,28.603888,76.932222,2023-09-30 16:46:00,2025-01-22 12:00:00,1465,1465,6.0,0.017,24.0,1236.4,76.33,0.7633,16,17.22,14.363,27.239,26.499,14.363
cgwb_delhi,cgwb_delhi:Tiggipur Deep Pz_1,Tiggipur Deep Pz_1,CGWB,NORTH,28.8147,77.1972,2023-09-01 00:00:00,2025-12-11 06:00:00,2879,2680,6.0,0.017,30.0,450.0,80.5,0.8648,28,34.539,34.212,12.052,11.392,11.392
cgwb_delhi,cgwb_delhi:Tiggipur Shallow Pz_1,Tiggipur Shallow Pz_1,CGWB,NORTH,28.8147,77.1975,2023-09-01 00:00:00,2025-12-11 06:00:00,2897,2705,6.0,0.017,18.0,462.0,81.26,0.8702,28,34.549,34.224,12.081,11.421,11.421
cgwb_delhi,cgwb_delhi:Tikri Kalan Pz_1,Tikri Kalan Pz_1,CGWB,WEST,28.6833,76.9694,2023-09-01 00:00:00,2025-11-02 18:00:00,2429,2366,6.0,0.017,34.38,816.0,74.52,0.765,27,21.077,18.673,17.835,17.217,17.217
cgwb_delhi,cgwb_delhi:Ujwah Pz,Ujwah Pz,CGWB,SOUTH WEST,28.5767,76.9142,2023-09-01 00:00:00,2025-12-11 06:00:00,2727,2546,6.0,0.017,30.0,792.0,76.48,0.8192,28,17.449,14.611,30.737,29.993,14.611
cgwb_delhi,cgwb_delhi:vivek vihar(Pz)_1,vivek vihar(Pz)_1,CGWB,Shahdara,28.6708333,77.31305556,2023-10-13 18:00:00,2025-12-11 06:00:00,2761,2555,6.0,0.017,24.0,420.0,80.91,0.8743,27,28.086,29.438,28.34,26.998,26.998
