producer,station,lat,lon,n_obs,first,last,exact_zero_fraction,constant_fraction,coverage_fraction,longest_gap_days,n_days,qc_class
cgwb_delhi,"Delhi South West DWARKA Dwarka Sec-23,DDA Park Pz",28.565955,77.05051,3731,2022-11-24 13:28:00,2025-07-06 00:00:00,0.0,0.0155,0.9916,5.86,947,PASS
cgwb_delhi,"Delhi South West DWARKA Dwarka Sec-5,DDA Park Pz",28.594994,77.058065,3576,2022-11-24 12:23:00,2025-06-29 12:00:00,0.0,0.0042,0.9852,8.5,934,PASS
cgwb_delhi,Delhi South West KAPESHERA Chhawla Pz,28.5464,77.0094,3545,2022-12-02 13:38:00,2025-05-13 12:00:00,0.0,0.0028,1.0011,1.25,894,PASS
cgwb_delhi,Delhi South West KAPESHERA Daulatpur Pz,28.5431,76.9653,3906,2022-12-02 15:34:00,2025-09-22 12:00:00,0.0,0.0215,0.9785,4.5,1003,PASS
cgwb_delhi,Delhi South West NAJAFGARH Mandela Kalan Pz,28.6072,76.8939,3749,2022-12-05 11:22:00,2025-09-22 00:00:00,0.0,0.0149,0.9423,41.0,963,PASS_WITH_GAPS
cgwb_delhi,Delhi South West NAJAFGARH Najafgarh Town,28.6147,77.0006,3932,2022-12-05 13:12:00,2025-09-22 00:00:00,0.0,0.0076,0.9834,4.0,1005,PASS
cgwb_delhi,Delhi West PATEL NAGAR Vikashpuri Pz,28.63233,77.074891,3381,2022-11-26 13:59:00,2025-06-27 14:29:00,0.0,0.0074,0.9101,81.5,860,PASS_WITH_GAPS
cgwb_delhi,Delhi West PUNJABI BAGH Peeragarhi Pz,28.6781,77.0947,3794,2022-12-05 15:17:00,2025-09-22 00:00:00,0.0,0.009,0.9472,41.31,968,PASS_WITH_GAPS
cgwb_delhi,Delhi West RAJOURI GARDEN Mayapuri Pz,28.618502,77.111227,3956,2022-11-26 12:35:00,2025-09-22 00:00:00,0.0,0.0053,0.9806,4.25,1011,PASS
cgwb_delhi,Delhi_West_Rajouri Garden_Tagore Garden,28.644938,77.107787,2940,2023-05-16 18:00:00,2025-06-11 00:00:00,0.0,0.0109,0.9921,5.25,751,PASS
cgwb_delhi,gazipur crossing pz,28.628056,77.318056,1844,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0293,0.6423,34.06,535,PASS_WITH_GAPS
cgwb_delhi,Jaitpur Khadar RD3500 Pz_1,28.5089,77.3406,1742,2024-04-30 12:00:00,2025-09-04 00:00:00,0.0,0.0373,0.9472,4.25,466,PASS
cgwb_delhi,Janakpuri Pz_1,28.63,77.09138889,2697,2023-09-01 00:00:00,2025-11-14 12:00:00,0.0,0.0508,0.8672,55.0,699,PASS_WITH_GAPS
cgwb_delhi,Kabulline Pz,28.5922,77.1275,2695,2023-09-08 00:00:00,2025-12-11 06:00:00,0.0,0.0449,0.8632,27.0,713,PASS
cgwb_delhi,Keshopur DJB WTP,28.6525,77.08638889,2141,2023-09-18 14:40:00,2025-05-24 06:00:00,0.0,0.0551,0.8257,38.26,507,PASS_WITH_GAPS
cgwb_delhi,Kewal Park,28.7185,77.1812,2292,2023-09-07 00:00:00,2025-12-11 06:00:00,0.0,0.0301,0.7461,86.87,617,PASS_WITH_GAPS
cgwb_delhi,Khera Kalan Pz_1,28.7694,77.1181,1950,2023-09-29 16:34:00,2025-12-11 06:00:00,0.0,0.0369,0.6455,188.75,519,PASS_WITH_GAPS
cgwb_delhi,Lalita Park (Pz),28.6325,77.2717,2606,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0115,0.8223,52.22,685,PASS_WITH_GAPS
cgwb_delhi,LodhiGarden(5hallow),28.5903,77.2164,2696,2023-09-01 18:12:00,2025-12-09 12:01:00,0.0,0.0297,0.8422,36.75,699,PASS_WITH_GAPS
cgwb_delhi,LodhiGarden (Deep),28.5903,77.2164,3014,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.1257,0.8571,25.75,714,PASS
cgwb_delhi,Majara Dabas_1,28.7556,77.0058,2748,2023-09-07 00:00:00,2025-12-11 06:00:00,0.0,0.059,0.8767,30.75,725,PASS_WITH_GAPS
cgwb_delhi,Narela DJB WTP,28.83666667,77.13444444,2330,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0176,0.7407,61.0,617,PASS_WITH_GAPS
cgwb_delhi,Nizampur_3,28.7194,76.9667,2239,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0447,0.7371,30.75,614,PASS_WITH_GAPS
cgwb_delhi,Palla Temple_1,28.8225,77.2036,1959,2023-09-01 00:00:00,2025-08-28 18:00:00,0.0,0.0117,0.7569,71.0,551,PASS_WITH_GAPS
cgwb_delhi,PUSA (NRL) Pz,28.6392,77.1622,2721,2023-09-07 00:00:00,2025-12-11 00:00:00,0.0,0.0265,0.9008,20.5,745,PASS
cgwb_delhi,Qatlupur_2,28.841203,77.025598,937,2023-10-04 16:29:00,2025-03-20 11:30:00,0.5731,0.6564,0.4841,137.49,258,FAIL_DEAD_SENSOR
cgwb_delhi,Rohini Sector 1Pz,28.7028,77.0981,2666,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0649,0.8331,48.5,694,PASS_WITH_GAPS
cgwb_delhi,"Rohini, Sector-23",28.7239,77.0711,2432,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0424,0.7815,59.45,651,PASS_WITH_GAPS
cgwb_delhi,Samaipur Badli,28.7406,77.1525,2769,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0101,0.8824,42.0,735,PASS_WITH_GAPS
cgwb_delhi,Sandesh Vihar Pz_1,28.695,77.1461,2530,2023-09-01 00:00:00,2025-12-05 18:00:00,0.0,0.0249,0.8005,93.06,662,PASS_WITH_GAPS
cgwb_delhi,Sanjay Van Pz_1,28.6903,77.1419,2879,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0167,0.8956,20.5,746,PASS
cgwb_delhi,Shikarpur Deep Pz,28.5244,76.9533,2062,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0369,0.6771,75.25,564,PASS_WITH_GAPS
cgwb_delhi,Shikarpur Shallow Pz,28.5247,76.9533,2524,2023-09-01 00:00:00,2025-12-05 18:00:00,0.0,0.0277,0.8029,56.5,664,PASS_WITH_GAPS
cgwb_delhi,Shram shakti bhawan 1_2,28.619974,77.212174,2072,2023-09-30 14:20:00,2025-05-03 06:00:00,0.2442,0.3731,0.9139,17.5,531,PASS
cgwb_delhi,Singhola Pz_2,28.8433333,77.129444,174,2023-10-14 12:00:00,2023-12-08 12:00:00,1.0,0.9943,0.9643,2.25,54,FAIL_DEAD_SENSOR
cgwb_delhi,Sonia Vihar_1,28.7078,77.249,8732,2023-06-07 06:00:00,2025-12-09 12:11:00,0.0,0.1694,0.8397,58.2,770,PASS_WITH_GAPS
cgwb_delhi,Sultanpur Dabas_1,28.765,77.0356,2516,2023-09-15 00:00:00,2025-10-19 18:00:00,0.0,0.033,0.8838,34.26,677,PASS_WITH_GAPS
cgwb_delhi,Sunder Nursery Pz,28.5961,77.245,2484,2023-09-01 00:00:00,2025-12-11 00:00:00,0.0,0.0354,0.7791,92.25,649,PASS_WITH_GAPS
cgwb_delhi,Surheda_2,28.603888,76.932222,1465,2023-09-30 16:46:00,2025-01-22 12:00:00,0.3242,0.4696,0.8208,51.52,394,PASS_WITH_GAPS
cgwb_delhi,Tiggipur Deep Pz_1,28.8147,77.1972,2879,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0375,0.9148,18.75,762,PASS
cgwb_delhi,Tiggipur Shallow Pz_1,28.8147,77.1975,2897,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0483,0.9136,19.25,761,PASS
cgwb_delhi,Tikri Kalan Pz_1,28.6833,76.9694,2429,2023-09-01 00:00:00,2025-11-02 18:00:00,0.0,0.042,0.8401,34.0,667,PASS_WITH_GAPS
cgwb_delhi,Ujwah Pz,28.5767,76.9142,2727,2023-09-01 00:00:00,2025-12-11 06:00:00,0.0,0.0238,0.8824,33.0,735,PASS_WITH_GAPS
cgwb_delhi,vivek vihar(Pz)_1,28.6708333,77.31305556,2761,2023-10-13 18:00:00,2025-12-11 06:00:00,0.1739,0.1952,0.9241,17.5,730,PASS
